"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CNG02060","CNG02060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03377","N/A"
"CNG02070","CNG02070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03376","N/A"
"CNG02070","CNG02070-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03376","N/A"
"CNG02070","CNG02070-t26_3","Cryptococcus neoformans var. neoformans JEC21","CNAG_03376","N/A"
"CNG02080","CNG02080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03375","N/A"
"CNG02090","CNG02090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03374","PSF1"
"CNG02095","CNG02095-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03373","N/A"
"CNG02100","CNG02100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03372","BRO1"
"CNG02110","CNG02110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07725","N/A"
"CNG02120","CNG02120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03370","N/A"
"CNG02130","CNG02130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03369","N/A"
"CNG02140","CNG02140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03368","N/A"
"CNG02150","CNG02150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02337,CNAG_02344,CNAG_03367","URK1"
"CNG02160","CNG02160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03366","ZNF2"
"CNG02170","CNG02170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03365","N/A"
"CNG02173","CNG02173-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03364","N/A"
"CNG02175","CNG02175-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03363","N/A"
"CNG02180","CNG02180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03362","N/A"
"CNG02190","CNG02190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03361","N/A"
"CNG02200","CNG02200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03360","N/A"
"CNG02210","CNG02210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03359","N/A"
"CNG02220","CNG02220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03358","N/A"
"CNG02220","CNG02220-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03358","N/A"
"CNG02230","CNG02230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03357","N/A"
"CNG02235","CNG02235-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03356","N/A"
"CNG02240","CNG02240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03355,CNAG_05590","TCO4"
"CNG02245","CNG02245-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03354","N/A"
"CNG02250","CNG02250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03353","N/A"
"CNG02260","CNG02260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03352","N/A"
"CNG02270","CNG02270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07724","CUF1"
"CNG02290","CNG02290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03349","N/A"
"CNG02300","CNG02300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03348","N/A"
"CNG02310","CNG02310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03347,CNAG_07347","N/A"
"CNG02330","CNG02330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03346","BZP4"
"CNG02335","CNG02335-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00549,CNAG_00903,CNAG_02711,CNAG_07972,CNAG_07979","N/A"
"CNG02340","CNG02340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01042,CNAG_05542,CNAG_07930,CNAG_07955","N/A"
"CNG02350","CNG02350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03345","SSD1"
"CNG02355","CNG02355-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03344","N/A"
"CNG02360","CNG02360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03343","N/A"
"CNG02370","CNG02370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03342","TRM82"
"CNG02380","CNG02380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03341","N/A"
"CNG02390","CNG02390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03340","N/A"
"CNG02400","CNG02400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03339","N/A"
"CNG02410","CNG02410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03338","N/A"
"CNG02420","CNG02420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03337","N/A"
"CNG02430","CNG02430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03336","FZC50"
"CNG02440","CNG02440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03335,CNAG_05365","N/A"
"CNG02460","CNG02460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03333","N/A"
"CNG02470","CNG02470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03332,CNAG_06333","N/A"
"CNG02480","CNG02480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03331","N/A"
"CNG02490","CNG02490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03330","N/A"
"CNG02500","CNG02500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01301,CNAG_03329","N/A"
"CNG02510","CNG02510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03328","N/A"
"CNG02515","CNG02515-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03327","N/A"
"CNG02520","CNG02520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02217,CNAG_03326,CNAG_07499","CHS2"
"CNG02530","CNG02530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03325","BCH1"
"CNG02540","CNG02540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03324","N/A"
"CNG02550","CNG02550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03323","N/A"
"CNG02560","CNG02560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03322","UXS1"
"CNG02570","CNG02570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03321","N/A"
"CNG02580","CNG02580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03320","N/A"
"CNG02590","CNG02590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03319,CNAG_06837","N/A"
"CNG02600","CNG02600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03318","N/A"
"CNG02610","CNG02610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03317","N/A"
"CNG02620","CNG02620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03316","RDI1"
"CNG02630","CNG02630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03315","RHO1"
"CNG02640","CNG02640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03314","N/A"
"CNG02650","CNG02650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03313","N/A"
"CNG02660","CNG02660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03312","N/A"
"CNG02670","CNG02670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02896,CNAG_03311","ERG13"
"CNG02680","CNG02680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03310","N/A"
"CNG02690","CNG02690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03309","CWC21"
"CNG02700","CNG02700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03308","N/A"
"CNG02710","CNG02710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03306","N/A"
"CNG02720","CNG02720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03305","N/A"
"CNG02730","CNG02730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03304","N/A"
"CNG02740","CNG02740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03303","N/A"
"CNG02750","CNG02750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03302","N/A"
"CNG02760","CNG02760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03301","TIM13"
"CNG02770","CNG02770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03300","N/A"
"CNG02780","CNG02780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03299","N/A"
"CNG02790","CNG02790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03298","N/A"
"CNG02790","CNG02790-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03298","N/A"
"CNG02800","CNG02800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03297","MSL1"
"CNG02810","CNG02810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03296","N/A"
"CNG02820","CNG02820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03295","N/A"
"CNG02825","CNG02825-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03294,CNAG_07533","N/A"
"CNG02830","CNG02830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03293","TSR2"
"CNG02835","CNG02835-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03292","N/A"
"CNG02840","CNG02840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03291","N/A"
"CNG02850","CNG02850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03290,CNAG_05274","N/A"
"CNG02860","CNG02860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03289","N/A"
"CNG02870","CNG02870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03288","N/A"
"CNG02880","CNG02880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03287","N/A"
"CNG02890","CNG02890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03286","N/A"
"CNG02900","CNG02900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03285","N/A"
"CNG02910","CNG02910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03284","N/A"
"CNG02920","CNG02920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03283","N/A"
"CNG02930","CNG02930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03282","N/A"
"CNG02940","CNG02940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03281,CNAG_04541","N/A"
"CNG02940","CNG02940-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03281,CNAG_04541","N/A"
"CNG02950","CNG02950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02781,CNAG_03280,CNAG_04346","N/A"
"CNG02960","CNG02960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03279,CNAG_07830","CCD4"
"CNG02980","CNG02980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00097,CNAG_00864,CNAG_00867,CNAG_04552,CNAG_05377,CNAG_05381,CNAG_05667","ITR2A"
"CNG02980","CNG02980-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00097,CNAG_00864,CNAG_00867,CNAG_04552,CNAG_05377,CNAG_05381,CNAG_05667","ITR2A"
"CNG02985","CNG02985-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00862,CNAG_05319,CNAG_05376,CNAG_05383,CNAG_05666","N/A"
"CNG02990","CNG02990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00861,CNAG_04553,CNAG_05378","N/A"
"CNG02990","CNG02990-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00861,CNAG_04553,CNAG_05378","N/A"
"CNG03000","CNG03000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05317","N/A"
"CNG03010","CNG03010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03277,CNAG_05316","N/A"
"CNG03015","CNG03015-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03276","UPF3"
"CNG03020","CNG03020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03275","N/A"
"CNG03030","CNG03030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03274","N/A"
"CNG03040","CNG03040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03273","N/A"
"CNG03050","CNG03050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03272,CNAG_06511","N/A"
"CNG03060","CNG03060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03271","PRP46"
"CNG03070","CNG03070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03270","N/A"
"CNG03080","CNG03080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03269","N/A"
"CNG03080","CNG03080-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03269","N/A"
"CNG03085","CNG03085-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01588,CNAG_03268","N/A"
"CNG03090","CNG03090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03267","N/A"
"CNG03100","CNG03100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03225,CNAG_03266","N/A"
"CNG03110","CNG03110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03265","N/A"
"CNG03120","CNG03120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03264","N/A"
"CNG03130","CNG03130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03263","TUF1"
"CNG03140","CNG03140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01823,CNAG_03262","N/A"
"CNG03150","CNG03150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03261","N/A"
"CNG03160","CNG03160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03260","N/A"
"CNG03170","CNG03170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03259","N/A"
"CNG03180","CNG03180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03258","N/A"
"CNG03180","CNG03180-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03258","N/A"
"CNG03220","CNG03220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03251","ARF2"
"CNG03230","CNG03230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03250","N/A"
"CNG03240","CNG03240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03249","N/A"
"CNG03250","CNG03250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03248","N/A"
"CNG03260","CNG03260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02834,CNAG_03133,CNAG_03247","N/A"
"CNG03270","CNG03270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03246","N/A"
"CNG03280","CNG03280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03245","ZWF1"
"CNG03290","CNG03290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03244","N/A"
"CNG03290","CNG03290-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03244","N/A"
"CNG03290","CNG03290-t26_3","Cryptococcus neoformans var. neoformans JEC21","CNAG_03244","N/A"
"CNG03300","CNG03300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03243","N/A"
"CNG03300","CNG03300-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03243","N/A"
"CNG03300","CNG03300-t26_3","Cryptococcus neoformans var. neoformans JEC21","CNAG_03243","N/A"
"CNG03310","CNG03310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03242","N/A"
"CNG03320","CNG03320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03241","N/A"
"CNG03330","CNG03330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02081,CNAG_03240","N/A"
"CNG03335","CNG03335-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03239","N/A"
"CNG03340","CNG03340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03238","N/A"
"CNG03350","CNG03350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03237","N/A"
"CNG03360","CNG03360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03236","N/A"
"CNG03370","CNG03370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03235","N/A"
"CNG03380","CNG03380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03234","N/A"
"CNG03390","CNG03390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03230,CNAG_03233,CNAG_06622","N/A"
"CNG03400","CNG03400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03232","N/A"
"CNG03440","CNG03440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03230,CNAG_03233,CNAG_06622","N/A"
"CNG03450","CNG03450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03229","YOX101"
"CNG03460","CNG03460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03228","N/A"
"CNG03470","CNG03470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03227","N/A"
"CNG03480","CNG03480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03226","N/A"
"CNG03480","CNG03480-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03226","N/A"
"CNG03490","CNG03490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03225,CNAG_03266","N/A"
"CNG03495","CNG03495-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03224","N/A"
"CNG03500","CNG03500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03223,CNAG_04357","N/A"
"CNG03510","CNG03510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03222","N/A"
"CNG03520","CNG03520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03221","N/A"
"CNG03530","CNG03530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03220","N/A"
"CNG03540","CNG03540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07720","PAM17"
"CNG03550","CNG03550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07719","N/A"
"CNG03560","CNG03560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03217","N/A"
"CNG03570","CNG03570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03216","N/A"
"CNG03580","CNG03580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00728,CNAG_02050,CNAG_03215,CNAG_04714,CNAG_05130","N/A"
"CNG03590","CNG03590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03214","N/A"
"CNG03600","CNG03600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03213","UVE1"
"CNG03610","CNG03610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03212","HCM101"
"CNG03615","CNG03615-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03211,CNAG_04877,CNAG_04886","N/A"
"CNG03620","CNG03620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03210","N/A"
"CNG03630","CNG03630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07718","CIN1"
"CNG03635","CNG03635-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07718","N/A"
"CNG03640","CNG03640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03206","N/A"
"CNG03650","CNG03650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03205","ROK1"
"CNG03655","CNG03655-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00323,CNAG_03204","N/A"
"CNG03660","CNG03660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03203","N/A"
"CNG03670","CNG03670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03202","CAC1"
"CNG03680","CNG03680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07717","N/A"
"CNG03690","CNG03690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07716","N/A"
"CNG03710","CNG03710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03199,CNAG_06250","N/A"
"CNG03720","CNG03720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03198","N/A"
"CNG03725","CNG03725-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03197","N/A"
"CNG03730","CNG03730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03196,CNAG_04961","URA5"
"CNG03750","CNG03750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03194","N/A"
"CNG03755","CNG03755-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03193","N/A"
"CNG03760","CNG03760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03192","N/A"
"CNG03780","CNG03780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03191","N/A"
"CNG03790","CNG03790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03190","CCR4"
"CNG03800","CNG03800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03189","N/A"
"CNG03810","CNG03810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03188","SET202"
"CNG03820","CNG03820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03187","N/A"
"CNG03830","CNG03830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03186","N/A"
"CNG03840","CNG03840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03185","N/A"
"CNG03850","CNG03850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03184","N/A"
"CNG03860","CNG03860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03183","FZC24"
"CNG03870","CNG03870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03182","N/A"
"CNG03875","CNG03875-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03181","N/A"
"CNG03880","CNG03880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07715","N/A"
"CNG03890","CNG03890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03179","N/A"
"CNG03890","CNG03890-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03179","N/A"
"CNG03895","CNG03895-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03178","N/A"
"CNG03900","CNG03900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03177","N/A"
"CNG03920","CNG03920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03176","N/A"
"CNG03930","CNG03930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03175","N/A"
"CNG03935","CNG03935-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03174","N/A"
"CNG03940","CNG03940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03173","N/A"
"CNG03950","CNG03950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00981,CNAG_03172","N/A"
"CNG03960","CNG03960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03171","SWE1"
"CNG03970","CNG03970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03170","N/A"
"CNG03985","CNG03985-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02493,CNAG_03169","N/A"
"CNG03990","CNG03990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03168","N/A"
"CNG04000","CNG04000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03167","N/A"
"CNG04010","CNG04010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03166","N/A"
"CNG04020","CNG04020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03165","N/A"
"CNG04025","CNG04025-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03164","N/A"
"CNG04030","CNG04030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03163","N/A"
"CNG04040","CNG04040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03211,CNAG_04877,CNAG_04886","N/A"
"CNG04050","CNG04050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03162","N/A"
"CNG04055","CNG04055-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03161","N/A"
"CNG04070","CNG04070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03160","N/A"
"CNG04080","CNG04080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03159","N/A"
"CNG04090","CNG04090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00721,CNAG_03158,CNAG_06016","CMT1"
"CNG04100","CNG04100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00134,CNAG_03157","N/A"
"CNG04110","CNG04110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03156","N/A"
"CNG04120","CNG04120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03155","N/A"
"CNG04125","CNG04125-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03154","N/A"
"CNG04130","CNG04130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00036,CNAG_03153","SEC14-1"
"CNG04140","CNG04140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00009,CNAG_03152","N/A"
"CNG04150","CNG04150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03151","CSN4"
"CNG04160","CNG04160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00825,CNAG_03150","N/A"
"CNG04170","CNG04170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03149","LIV9"
"CNG04180","CNG04180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03148","N/A"
"CNG04190","CNG04190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03147,CNAG_04056","N/A"
"CNG04200","CNG04200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03146","N/A"
"CNG04210","CNG04210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03144","N/A"
"CNG04220","CNG04220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01446,CNAG_03143","N/A"
"CNG04230","CNG04230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03142","N/A"
"CNG04235","CNG04235-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01077,CNAG_02601,CNAG_03141,CNAG_04066,CNAG_05831,CNAG_06743","N/A"
"CNG04240","CNG04240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03140","N/A"
"CNG04240","CNG04240-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03140","N/A"
"CNG04250","CNG04250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03139","CHO2"
"CNG04260","CNG04260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03138","CUL3"
