SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
14468,GO:0022613,GO:0022613,FALSE,GO:0022613,ribonucleoprotein complex biogenesis,ENR,CNE05060|CNA02760|CND02650|CND02710|CND02780|CND02860|CNF01240|CND03550|CNE04980|CND00800|CNF01580|CNE01090|CNH02050|CNE01440|CNJ00230|CNJ02260|CNJ03110|CNE02550|CNL05120|CNE04710|CNA00710|CNA01350|CNA03520|CNB05520|CNA01020|CNA06730|CNB00200|CNB05340|CNC01280|CNC05120|CND02290|CND03910|CNI00630|CNI00920|CNI01130|CNI01600|CNF03320|CNH01170|CNA05860|CNA06180|CNA07310|CNA06850|CNA07990|CNC02150|CND01480|CNE00550|CNA08220|CNE00740|CNE00790|CNA04950|CNB00600|CNE04090|CNA06470|CNF01530|CNB01910|CNH00700|CNK00210|CNB02360|CNK01450|CNB02830|CNB03680|CNL05370|CNA04920|CNC00350|CNA05850|CNC00500|CNB01420|CNC01060|CNC01630|CND02370|CNC00790|CNC02820|CND05740|CNC01210|CNC03010|CNE01020|CNC05360|CNE03290|CNC03480|CNC05710|CNF04540|CNC06990|CNG02770|CNK01460|CND03120|CNL05160|CND05450|CNM00700|CNE01670|CNE03060|CNG00300|CNG01700|CNG02920|CNH02690|CNJ01380|CNG03620|CNJ03370|CND02550|CNK02240|CNB00450|CNG03650|CNC06100|CND02960|CND06280|CND05640|CNF00670|CNF01650|CNN01700|CNF03840|CNG00800|CNG02740|CNG04380|CNI02150|CNI04340|CNF02580|CNK01950|CNH00280|CNK03230|CNG01950|CNH01320|CNA00790|CNA08280|CNI01830|CNC02010|CNI02510|CND02660|CNH02400|CNB05030|CNH02460|CNH02470|CND05580|CNF01680|CNF01790|CNL06350|CNK01340|CND04940|CND05300|CNF01810|CNG02350|CNI01120|CNJ02640|CNK02890|CNM02290|CNC02380|CNE01310|CNF00860|CNH00830|CNA00090|CNA02220|CNA03160|CNA05400|CNA06980|CNA07330|CNA06890|CNC00330|CNC01470|CNA07590|CNC02570|CNJ00090|CNA08360|CND03210|CND04460|CNE02890|CNB03050|CNF04670|CNG01660|CNG02750|CNB05040|CNG04080|CNC00010|CNI03640|CNJ00650|CNC01770|CNK01600|CNN00090|CNN01880|CNC06110|CNJ01590|CNF02550|CND03220|CNJ02290|CNA01290|CNF04330|CNK00460|CNF04910|CNG01500|CNG04690|CNH00060|CNH02660|CNI02720|CNI02920|CNI03430|CNI03670|CNJ02650|CNK02595|CNA03780|CNJ03360|CNL03890|CNN01500|CNN02440|CNL04620|CNL04720|CNI00230|CNA07420|CNB00340|CNB00610|CNM02050|CNN00120|CNN00700|CNB03110|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNL05200|CND04240|CNN01780|CNC03940|CND05090|CNE01810|CNA01840|CNB04100|CNB01260|CNB04640|CNC04880|CND00460|CNE00590|CNE01200|CNF02230|CNH01340|CNM01320|CNN00480|CNA05930|CNA05935|CNA07030|CNB05580|CNA07530|CNA08230|CNB00040|CNB00540|CNB03080|CNC00100|CNB01060|CNB01090|CNB02750|CNC00240|CNB05270|CNB05450|CNC02190|CNC02340|CNC05910|CNC06360|CND02790|CND04480|CND05510|CNE02190|CNE03760|CNC01960|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNN00950|CNA02480|CNN01370|CNA00950|CNA06360|CNB02220|CNA07490|CNB02570|CNB05130|CNC04220|CNB05160|CNC05560|CNC01420|CND02475|CNA04300|CNC04020|CNC03070|CNC06340|CND01790|CNE03920|CNC04520|CND02300|CNH02040|CNA00990|CND02470|CNA06840|CND02940|CNE01050|CNE01710|CNE03320|CNE03520|CNF00090|CNF03010|CNA00330|CNF04820|CNI01820|CNI03970|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNN01050|CNA07980|CNB05550|CNB04500,318,0,0,0,-0.684,-2.2577,-1
14469,GO:0006397,GO:0006397,FALSE,GO:0006397,mRNA processing,ENR,CNE05060|CNC02380|CNE01310|CNF00860|CNH00830|CNA00090|CND02250|CNA01270|CNA01920|CND02530|CNA02220|CNA02820|CNA03020|CNA04430|CNB00500|CNA05400|CND02820|CNA06640|CNC05100|CNA06890|CNA07200|CNA07590|CNA08360|CNB00870|CND03400|CNB01970|CNB03050|CNB03290|CNB03570|CNB05040|CNC00010|CNC00570|CNC01770|CNC02390|CNC02980|CNC03370|CNC06030|CNC06080|CNC06110|CNC06350|CND00900|CND05850|CND02170|CND02200|CND02870|CND02880|CND03220|CND03240|CND04780|CND05530|CNE02430|CNE00360|CNF00260|CNF00490|CNF02950|CNF03230|CNF03490|CND01850|CNF01580|CNF03910|CNF03920|CNF04030|CNA01730|CNF04330|CNF04910|CNC01750|CNG01030|CNG01500|CNK00830|CNG01650|CNG02290|CNG03060|CNE01540|CNG03090|CNG03510|CNG04690|CNH00060|CNA02740|CNH00210|CNK01590|CNH02260|CNH02660|CNI01460|CNI02720|CNI02920|CNI03030|CNI03180|CNI03430|CNI03670|CNI04230|CNE02550|CNJ01290|CNJ02010|CNJ02650|CNJ02730|CNJ03360|CNL03890|CNL04040|CNL04290|CNE03420|CNL05240|CNL06380|CNN00230|CNN00450|CNA05330|CNN00960|CNN01500|CNN01810|CNN02440|CNA00710|CNA01350|CNA03520|CNB05520|CNE04260|CNA01020|CNA06210|CNA06730|CNB00200|CNB05340|CNC01280|CNC05120|CND02290|CND03910|CNF00780|CNI00630|CNI00920|CNI01130|CNI01600|CNC01440|CNF01910|CNF02020|CNJ02320|CNB00060|CNC05650|CNF02850|CNA06620|CNB01070|CNB01130|CNF04680|CNB01690|CNB01980|CNG01010|CNB02560|CNB03195|CNB04290|CNB04370|CNG02690|CNE01200|CNG03870|CNN01700|CNE01280|CNC01430|CNH00300|CNF01160|CND04900|CND05580|CNH02710|CNH03230|CNJ02470|CNL06350|CNI00130|CNF01810|CNC06460|CNI01160|CNI01450,165,0,0.094,0.98,-0.5151,-1.6636,-1
14470,GO:0003682,GO:0003682,FALSE,GO:0003682,chromatin binding,ENR,CNE01490|CNM01820|CNL04080|CNI04020|CNA07890|CNC05330|CNI03050|CNI01190|CNG01820|CNJ00880|CNN01345|CND04550|CND05070|CNA00540|CND05720|CNB04370|CNA05290|CNB00570|CNG03040|CNB05320|CNC01110|CNB02640|CNE04440|CNJ02540|CNA00400|CNA01820|CNA06400|CNC00780|CNC00180|CNE01220|CNF04130|CND01530|CNE01590|CNC01390|CNE02030|CNG00510|CND04850|CNJ00970|CNC02310|CNA03310|CNI02950|CNJ02920|CNK01320|CNF04720|CNK02410|CNL06800|CNE03080|CNM00780|CNH02010|CNI02510|CNB04200|CNA05430|CNH02510|CNL04500|CNE03440|CNH02980|CNA03390|CNH01090|CNG04180|CNK02230|CNL05275|CNC06330|CNI01440|CNB05360|CNB00050|CNF01550|CNM01210|CNB00390|CNK02970,69,0,0.0034,0.05,-0.7023,-1.9839,-1
14471,GO:0043414,GO:0043414,FALSE,GO:0043414,macromolecule methylation,ENR,CNA04170|CNL04230|CND05270|CNM02350|CNE02120|CNN00790|CNB03520|CNF02550|CNA06680|CNA07290|CNA08010|CNA01030|CNF04470|CNF04510|CNB02710|CNC00180|CNG03810|CNC03710|CNG02680|CNB03250|CNC05170|CNE02030|CNG04490|CNI01900|CNH00720|CNH00900|CNE02290|CNB04800|CNL05320|CNA02480|CNC00510|CNK03090|CNB02220|CNB02570|CNB05130|CNB05160|CNC01050|CNC01420|CNC04020|CNC04460|CND02300|CNE03520|CNC04000|CNF03010|CNC04410|CNI01820|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNK02230|CNA00760|CNC06380|CNB00250|CND00130|CNC00420|CNC01440|CNC06620|CNC01870|CNE01660|CNK00370|CNE02590|CNE03860|CNC05650|CNG00280|CNG02370|CNG03590|CNH01430|CNB00490|CNI00700|CNJ02050|CNJ03280|CNK00420|CNK00740|CNL04120,75,0,0.0778,0.942,-0.5716,-1.7022,-1
14472,GO:0031327,GO:0031327,FALSE,GO:0031327,negative regulation of cellular biosynthetic process,ENR,CNN01790|CND03645|CNL05000|CNA07200|CNF01240|CND03210|CND03540|CNF04670|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA01700|CNA08010|CNB04890|CNC01550|CNC01750|CNE01590|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNF00340|CNC07110|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNJ00415|CNH01270|CNK02230|CNL05865|CNM01210|CND01930|CNB00550|CNK02590|CNA06620|CNF03810|CNA06550|CNE01490|CNM01820|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNC05330|CNI03050|CNM01520|CNN00500|CNI03280|CNC02150|CNG01430|CNN00550|CNB03160|CNI04305|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNA00400|CNG03620|CNA01820|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNC05020|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CNF01550|CNB03010|CND01880,133,0,0.0605,0.825,-0.5482,-1.7436,-1
14473,GO:0030515,GO:0030515,FALSE,GO:0030515,snoRNA binding,ENR,CNE02190|CNF00090|CNF04820|CNG01210|CNI03970|CNJ02290|CNI01790|CNA07420|CNA07530|CNJ00090|CNE01090|CNB05270|CNG01500|CNC02190|CND01790|CND03780|CNC05910|CNG04380|CNE01710|CNL05200|CNE03320,21,0,0.0063,0.113,-0.8253,-1.9383,-1
14474,GO:0003954,GO:0003954,FALSE,GO:0003954,NADH dehydrogenase activity,ENR,CNC02910|CNK02570|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01310|CNE02800|CNE03960|CNL05770|CNI03410|CNA02430|CNF03360|CND01070|CNI01690,20,0.0013,0.0768,0.686,0.9055,1.5522,0.9987
14475,GO:0003955,GO:0003955,FALSE,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,ENR,CNC02910|CNM01810|CNG02173|CNM02270|CNH02730|CNA03110|CNC07090|CND04070|CNH01030|CNC04490|CNB01310|CNE02800|CNE03960|CNF03360|CNB04240|CNI01690|CNB04350,17,0.0071,0.0829,0.794,0.9128,1.546,0.9929
14476,GO:0015935,GO:0015935,FALSE,GO:0015935,small ribosomal subunit,ENR,CNB04730|CNC01900|CNC02880|CND02780|CNC03760|CNC04290|CNC04540|CNC02150|CND04200|CND04600|CNK01450|CNL05370|CNE02160|CNE04000|CNF02140|CNF04150|CNG04360|CNH00340|CNH01600|CNC06100|CND02610|CNH01605|CND02960|CNH01770|CNB01090|CND06280|CNB02750|CNF00670|CNF01650|CNI01050|CNF03840|CNI01480|CNG02740|CNE01910|CNI02150|CND02790|CNI04340|CND04480|CNK01950|CNK03230|CNJ03110|CNG02250|CNK01360|CNG03720|CNK02900|CNL05120|CNA01060|CNB04880|CNC01410|CNN01910|CNH01270|CNG01090|CNA04940|CNI01120|CNA05210|CNA06200|CNA06500|CNA07960|CNB02870,59,0,0.0577,0.799,-0.6151,-1.7522,-1
14477,GO:0015934,GO:0015934,FALSE,GO:0015934,large ribosomal subunit,ENR,CNB05510|CNC00700|CNC01030|CNA02220|CNC02805|CND04400|CNC04305|CNC05240|CNC05320|CNA08220|CNB00600|CNI03760|CND03460|CNB01910|CNB02360|CNC00350|CND05700|CNC01630|CNE01960|CNC03010|CNC05360|CNE02170|CNE02690|CNC06990|CNE04980|CNF00040|CNE03060|CNA06350|CNG00300|CNG02920|CNG03160|CNJ03370|CNK02240|CNC04580|CNF00580|CNF02270|CNH02050|CNH02760|CNJ00980|CNI01090|CNI02170|CNI02560|CNI03170|CNJ01140|CNJ01410|CNJ01560|CNJ02260|CNJ02550|CNJ03120|CNE02300|CNK03100|CNL05155|CNA00250|CNA06360|CNA06820|CNA07490|CNM00390|CNM01020|CNB02420|CNB05030|CNC03070|CNM02240|CNE03920|CNM02320|CNH02040|CNC06940|CND05910|CNA01000|CNF01790|CNF02150|CNG00830|CNA04850|CNG03520|CNA05170|CNJ01920|CNL03960|CNN01720|CNA07010|CNA07570|CNA07980|CNB03010|CNB04500,82,0,0.0295,0.498,-0.5925,-1.8216,-1
14478,GO:0071824,GO:0071824,FALSE,GO:0071824,protein-DNA complex subunit organization,ENR,CNM01550|CNM01780|CNE01490|CNM01820|CNK01830|CNL04080|CNA05940|CNC05330|CNG00450|CNI03050|CNG01620|CNJ00880|CNJ01000|CNB03930|CNA03220|CNA00540|CNA03725|CNB04370|CND06010|CNA00900|CNA06970|CND06080|CNA06990|CNB00560|CNG02900|CNB00570|CND06400|CNB05610|CNC00880|CNB02120|CNC01110|CNA00750|CNC01610|CNE04440|CNG03550|CNB04510|CNJ02540|CNL05670|CNJ03290|CNC00780|CNC01750|CNG03880|CND03250|CNK01010|CNE04500|CNG00510|CNG02380|CNE05140|CNF01160|CNA03120|CNC02310|CNI02940|CNI02950|CNA03340|CNE00220|CNA03410|CNE03020|CNE03830|CNH02010|CNC03910|CNC03890|CNC01080|CNA00990|CNA06840|CNE04710|CNL04590|CNA05890|CNF01950|CNA07610|CNB01270|CNB01360|CNH01090|CNL04930|CNA06380|CNH00580|CNC05370|CNF00660|CNA07190|CNH02110|CNB05360|CNF01550|CNM01210|CNK02320,83,0,0.0968,0.988,-0.5456,-1.6538,-1
14479,GO:0031324,GO:0031324,FALSE,GO:0031324,negative regulation of cellular metabolic process,ENR,CNA00070|CNA00780|CNH02800|CNN01790|CND02530|CNA02220|CND03645|CNL05000|CNE00600|CNA07200|CNF01240|CND03210|CND03540|CNF04670|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA01700|CNA07480|CNA08010|CNB04890|CNC01550|CNC01750|CNE01590|CNA02740|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNF00340|CNC07110|CNJ01400|CNL04090|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNG04180|CNJ00415|CNH01270|CNK02230|CNL05865|CNJ01100|CNM01210|CND01930|CNB00550|CNK02590|CNF03740|CNA06620|CNF03810|CNA06550|CNE01490|CNM01820|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNK01230|CNC05330|CNL05390|CNI03050|CNM01520|CNN00500|CNI03280|CNK03130|CNC02150|CNG01430|CNN00550|CNB03160|CNI04305|CNA03570|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNB03580|CND01590|CNE02360|CNA00400|CNE02660|CNG03620|CNA01820|CNA06710|CNG00150|CNB03080|CNG01260|CNB03300|CNC00780|CNI01890|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC00910|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNC05020|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CND01490|CNF01550|CNA02535|CNB03010|CND01880|CND03070,161,0,0.0606,0.832,-0.5093,-1.742,-1
14480,GO:0034030,GO:0034030,FALSE,GO:0034030,ribonucleoside bisphosphate biosynthetic process,ENR,CNC04810|CNF02180|CNA02840|CNN01560|CNF04450|CNA07740|CNE03180|CNB02350|CNG00840|CNC04050|CNG03020|CNL05600|CND02450|CND00480|CNJ00800,15,0.0033,0.0964,0.987,-0.7886,-1.656,-0.9967
14481,GO:0070925,GO:0070925,FALSE,GO:0070925,organelle assembly,ENR,CNI01780|CNL04710|CNK00360|CNK00670|CNK01520|CNL05520|CNM00590|CNN02410|CNI01180|CND05240|CNA07590|CNE04890|CNJ00650|CNA02470|CNA02860|CNA00540|CNH03440|CNE04980|CNA04130|CNB02120|CNC00480|CNC00810|CNK00460|CNA01750|CNC01750|CNB04790|CNC06070|CNG03150|CND04050|CNI02940|CNE05100|CNF01970|CNE01760|CNF04720|CNG01340|CNI03800|CNJ01400|CNF00540|CNH00580|CNC05120|CNH02000|CNA02100|CNB03850|CNK00170|CNI03930|CNA04770|CNC07120|CNC02150|CNG03780|CNA04950|CNA06470|CNB01910|CNB02360|CNB02830|CNC00350|CNC00500|CNC01060|CNC01630|CNC02820|CNC03010|CNC05360|CNC05710|CNC06990|CND03120|CND05450|CNE01670|CNE03060|CNG00300|CNG01700|CNG02920|CNH02690|CNJ01380|CNJ03370|CNK02240|CNB00450|CNC06100|CND02960|CNB01090|CND06280|CNF00670|CNF01650|CNF00500|CNF03840|CNG00800|CNG02740|CNG04380|CNI02150|CNI04340|CNK01950|CNK03230|CNA06430|CNA00330|CNJ02470|CNA07560|CNC06460|CNB00700|CNB03120|CNC01620|CNC02730|CNC04070|CND02490|CND05360|CND05590|CNE02015|CNE02750|CNE03115|CNB05550|CNE03125|CNF00560|CNF03930|CNI00160,111,0,0.0904,0.964,-0.5529,-1.679,-1
14482,GO:0051172,GO:0051172,FALSE,GO:0051172,negative regulation of nitrogen compound metabolic process,ENR,CNA00070|CNA00780|CNH02800|CNN01790|CND02530|CNA02220|CND03645|CNL05000|CNE00600|CNA07200|CNF01240|CND03210|CND03540|CNF04670|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA07480|CNA08010|CNB04890|CNC01750|CNE01590|CNA02740|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNJ01400|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNG04180|CNH01270|CNK02230|CNJ01100|CNM01210|CNB00550|CNK02590|CNA06620|CNF03810|CNA06550|CNE01490|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNK01230|CNC05330|CNL05390|CNI03050|CNM01520|CNN00500|CNI03280|CNK03130|CNC02150|CNG01430|CNN00550|CNB03160|CNA03570|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNB03580|CND01590|CNE02360|CNA00400|CNE02660|CNG03620|CNA01820|CNA06710|CNG00150|CNB03080|CNG01260|CNB03300|CNC00780|CNI01890|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC00910|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNC05020|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CNF01550|CNA02535|CNB03010|CND01880|CND03070,149,0,0.0664,0.886,-0.5196,-1.7234,-1
14483,GO:0001228,GO:0001228,FALSE,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",ENR,CNE03260|CNG02900|CNJ02920|CNJ02250|CNC02810|CNF00900|CNI04020|CNF00905|CNC06330|CND02990|CNA01820|CND03290|CNE01220|CNA01890|CNG01820|CNB00390|CNB03820,17,0,0.0196,0.363,-0.8183,-1.8519,-1
14484,GO:0006364,GO:0006364,FALSE,GO:0006364,rRNA processing,ENR,CNA02760|CND02650|CND02710|CND02780|CND02860|CNF01240|CND03550|CND00800|CNF01580|CNE01090|CNE01440|CNE04710|CNB00200|CNB05340|CNC05120|CNF03320|CNA04950|CNB02830|CNC00500|CNC02820|CNC05710|CNG02770|CND03120|CNE01670|CNG01700|CNH02690|CNJ01380|CNB00450|CNG03650|CND06280|CNF00670|CNG00800|CNG04380|CNI02150|CNI04340|CNH00280|CNA00790|CNA08280|CNC02010|CND02660|CNH02400|CNH02460|CNH02470|CNF01680|CNL06350|CND04940|CND05300|CNF01810|CNG02350|CNI01120|CNJ02640|CNK02890|CNA00090|CNA02220|CNA03160|CNA05400|CNA07590|CNC02570|CNJ00090|CNA08360|CNB03050|CNC00010|CNJ00650|CNC01770|CNN00090|CNN01880|CNC06110|CNJ01590|CND03220|CNJ02290|CNA01290|CNK00460|CNF04910|CNG01500|CNG04690|CNH00060|CNI02920|CNI03430|CNI03670|CNJ02650|CNK02595|CNA03780|CNJ03360|CNL03890|CNN01500|CNN02440|CNL04620|CNL04720|CNA07420|CNB00340|CNB00610|CNM02050|CNN00120|CNN00700|CNB03110|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNL05200|CND04240|CNN01780|CNC03940|CND05090|CNE01810|CNA01840|CNB04100|CNB01260|CNB04640|CNC04880|CND00460|CNE00590|CNE01200|CNF02230|CNH01340|CNM01320|CNN00480|CNA05930|CNA05935|CNA07030|CNB05580|CNA07530|CNA08230|CNB00040|CNB00540|CNB03080|CNC00100|CNB01060|CNB01090|CNB02750|CNC00240|CNB05270|CNB05450|CNC02190|CNC02340|CNC05910|CNC06360|CND02790|CND04480|CND05510|CNE02190|CNE03760|CNC01960|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNN00950|CNA02480|CNN01370|CNA06360|CNB02220|CNA07490|CNB02570|CNB05130|CNC04220|CNB05160|CNC05560|CNC01420|CND02475|CNA04300|CNC04020|CNC03070|CNC06340|CND01790|CNE03920|CNC04520|CND02300|CNH02040|CND02470|CNA06840|CND02940|CNE01710|CNE03320|CNE03520|CNF00090|CNF03010|CNF04820|CNI01820|CNI03970|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNN01050,196,0,1e-04,0.001,-0.7384,-2.1414,-1
14485,GO:0019843,GO:0019843,FALSE,GO:0019843,rRNA binding,ENR,CNB04730|CNK03230|CNG01210|CNC00700|CNK03100|CNA00250|CNM00160|CNJ00090|CNC05320|CNA04950|CNB01910|CNC00350|CNC01060|CNC02820|CNB01260|CNE02160|CNB04640|CNC05360|CNC06990|CNJ01990|CND03120|CNE04000|CNE01670|CNF01810|CNG00300|CNA05170|CNG03160|CNA06200|CND02550|CNE01090|CNF00670|CNI01050|CNI02150|CND02790,34,0.0062,0.0605,0.819,-0.6805,-1.7462,-0.9938
14486,GO:0099080,GO:0099080,FALSE,GO:0099080,supramolecular complex,ENR,CND05780|CND04880|CNA03160|CNI01180|CND05240|CNA07590|CND03540|CNE04890|CNC01770|CNA02470|CNA02860|CND05070|CNA00540|CNH01545|CNA00730|CNA01600|CNH03440|CNA06580|CNJ01680|CNB02120|CNB04890|CNC00810|CNC01510|CND04450|CND05430|CNC01750|CNA03095|CNE02525|CNE02670|CNL06610|CNE02770|CNB02000|CNB02810|CNB04790|CNE04540|CNA04090|CND01810|CNF00960|CNB03235|CNB03530|CNC02405|CNF04200|CNC03260|CNE03460|CNC06070|CND02590|CNG03150|CNI00780|CND04050|CNH03545|CNI02500|CND04390|CNI02940|CNI03430|CNE05100|CNF00790|CNJ02500|CNF01970|CNE01760|CNG01340|CNM00940|CNG02140|CNJ03360|CNI03800|CNJ01400|CNF01100|CNK00640|CNM01460|CNF02720|CNN01500|CNF03190|CNL06670|CNF00070|CNG00360|CNG01080|CNN00810|CNL04620|CNI00230|CNH00580|CNC05120|CNH02000|CND02360|CNK00170|CNF04210|CNL06170|CNA05850|CNA06610|CNE03290|CND05670|CNB03880|CNB01090|CNB00740|CNG04430|CNB02110|CNL06250|CNE04830|CNF02260|CNL04520|CNN00650|CNI02480|CNM00140|CNA06430|CNA07620|CNC02210|CNC03360|CNC05460|CND04750|CND04900|CNC02790|CND05580|CNF01540|CNF03820|CNG03790|CNJ01520|CNJ02470|CNK00240|CNL04550|CNL06350|CNJ01990|CNM01100|CNN00850|CNG02350|CNC06460|CNI01160|CNB00930|CNI01550|CNI01880,127,0,0.0978,0.991,-0.5026,-1.6495,-1
14487,GO:0006893,GO:0006893,FALSE,GO:0006893,Golgi to plasma membrane transport,ENR,CNA02420|CNC06760|CNF04190|CNK01840|CNA02970|CNA07140|CNI02110|CNJ02330|CNG02530|CNG02610|CND00210|CNH02300|CNI02280|CNI02090|CNH01700|CNE04320,16,0.0014,0.0484,0.489,0.9143,1.5652,0.9986
14488,GO:0005681,GO:0005681,FALSE,GO:0005681,spliceosomal complex,ENR,CND00630|CNC02380|CNE01310|CNF00860|CNG00230|CNH00830|CNA00090|CNA01270|CNA07395|CNA01920|CNA03020|CNA04430|CNA05400|CNA06640|CNA06890|CNA07200|CNA07590|CNB03050|CNB03290|CNB03570|CNC00570|CNC01770|CNC02390|CNC03370|CNC06080|CNC06350|CND00900|CND02170|CND02200|CND02870|CND02880|CND03220|CND03240|CND04780|CNE02430|CNF00260|CNF00490|CNF02950|CNF03230|CNF03490|CNF03910|CNF03920|CNH03800|CNF04330|CNK00330|CNL03800|CNG01500|CNL06030|CNG01650|CNG02290|CNG03060|CNG03090|CNE01790|CNH00210|CNK01590|CNI01460|CNI02720|CNI02920|CNI03180|CNI04230|CNH03260|CNJ01290|CNJ02650|CNJ03360|CNL03890|CNL04040|CNL04290|CNE03420|CNL06380|CNN00450|CNN00960|CNN01500|CNA00710|CNA01350|CNB05520|CNA01020|CNA06730|CNB00200|CNB05340|CNC01280|CNB03790|CNC05120|CND02290|CND03910|CNI00630|CNI00920|CNI01130|CNL05865|CNI01600|CNJ02320|CNF02850|CNM01360|CNB01640|CNG02690|CNF01250|CNG03870|CNC06360|CNE01280|CNH00300|CNL06250|CNM00670|CNC05940|CNI01880,103,0,0.0627,0.856,-0.5646,-1.7344,-1
